run_id,regime,topology,n,seed_fraction,beta,seed,cascade,time_to_cascade,forecast_eligible,future_cascade,unsafe_fraction,propagation_rate,activity_entropy,avg_clustering,algebraic_connectivity,edge_turnover
19,S0_static,ER,64,0.01,0.07,1703,1,16,1,1,0.046875,0.0,2.553237002993714,0.07829861111111111,0.6666693025062188,0.0
20,S0_static,ER,64,0.01,0.07,1704,0,,1,0,0.015625,0.0,1.791759469228055,0.05813943001443001,0.0,0.0
21,S0_static,ER,64,0.01,0.07,1705,1,19,1,1,0.03125,0.0,2.588573162682118,0.04212549603174603,0.7716882112831502,0.0
22,S0_static,ER,64,0.01,0.07,1706,1,18,1,1,0.03125,0.0,2.1458417525947544,0.052976190476190475,0.7903595033266388,0.0
23,S0_static,ER,64,0.01,0.07,1707,1,20,1,1,0.0625,0.03125,2.7135785408057047,0.06494295634920635,0.594147308805316,0.0
24,S0_static,ER,64,0.01,0.11,2100,1,8,1,1,0.234375,0.109375,3.5989557713498956,0.07388392857142857,0.0,0.0
25,S0_static,ER,64,0.01,0.11,2101,1,22,1,1,0.015625,0.0,1.3862943611198906,0.08054315476190477,0.48931904921210306,0.0
26,S0_static,ER,64,0.01,0.11,2102,0,,1,0,0.015625,0.0,1.0986122886681096,0.048449900793650795,0.5476261541400901,0.0
27,S0_static,ER,64,0.01,0.11,2103,1,8,1,1,0.265625,0.140625,3.675359669808131,0.08941535894660894,0.5462527951529971,0.0
28,S0_static,ER,64,0.01,0.11,2104,1,10,1,1,0.078125,0.015625,2.896821003901841,0.11198480339105339,0.8023997953233916,0.0
29,S0_static,ER,64,0.01,0.11,2105,1,9,1,1,0.140625,0.046875,3.4768273580089994,0.09820188492063492,0.0,0.0
30,S0_static,ER,64,0.01,0.11,2106,0,,1,0,0.015625,0.0,-0.0,0.06252141955266956,0.0,0.0
31,S0_static,ER,64,0.01,0.11,2107,1,13,1,1,0.03125,0.015625,2.2538575896013517,0.06568249458874459,0.7156231681576013,0.0
32,S0_static,ER,64,0.03,0.03,3300,0,,1,0,0.046875,0.0,2.971376539969021,0.0502085588023088,0.5288996931181352,0.0
33,S0_static,ER,64,0.03,0.03,3301,0,,1,0,0.046875,0.0,2.7877881193860072,0.07816220238095238,0.0,0.0
34,S0_static,ER,64,0.03,0.03,3302,0,,1,0,0.046875,0.0,2.7363390511050656,0.08474702380952381,0.0,0.0
35,S0_static,ER,64,0.03,0.03,3303,0,,1,0,0.03125,0.0,1.791759469228055,0.05273719336219336,0.7066550966056744,0.0
36,S0_static,ER,64,0.03,0.03,3304,0,,1,0,0.03125,0.0,1.791759469228055,0.06422371031746031,0.34610515828202254,0.0
37,S0_static,ER,64,0.03,0.03,3305,0,,1,0,0.046875,0.0,2.8389889331546994,0.06357886904761904,0.4741405436804276,0.0
38,S0_static,ER,64,0.03,0.03,3306,0,,1,0,0.03125,0.0,2.1972245773362196,0.04337797619047619,0.0,0.0
39,S0_static,ER,64,0.03,0.03,3307,0,,1,0,0.0625,0.015625,2.95649420717948,0.08216765873015873,0.8565351479442654,0.0
40,S0_static,ER,64,0.03,0.05,3500,1,13,1,1,0.109375,0.015625,3.3667342127404574,0.06864125457875458,0.0,0.0
41,S0_static,ER,64,0.03,0.05,3501,1,22,1,1,0.015625,0.0,1.791759469228055,0.07220982142857142,0.6066531320718198,0.0
42,S0_static,ER,64,0.03,0.05,3502,1,18,1,1,0.0625,0.015625,2.787876228087594,0.10043402777777777,0.5908427533444562,0.0
43,S0_static,ER,64,0.03,0.05,3503,1,24,1,1,0.078125,0.015625,2.698879929114458,0.08778521825396825,0.4011855330692033,0.0
44,S0_static,ER,64,0.03,0.05,3504,1,16,1,1,0.0625,0.015625,2.9998159059644767,0.10562545093795093,0.617162643880143,0.0
45,S0_static,ER,64,0.03,0.05,3505,1,17,1,1,0.09375,0.015625,3.342464008487095,0.07974950396825396,0.6420565023576286,0.0
46,S0_static,ER,64,0.03,0.05,3506,1,22,1,1,0.0625,0.015625,2.7129621730528912,0.07689619408369408,0.6464291173267077,0.0
47,S0_static,ER,64,0.03,0.05,3507,1,21,1,1,0.078125,0.0,2.8940789144968817,0.10421626984126985,0.6590730960894026,0.0
48,S0_static,ER,64,0.03,0.07,3700,1,13,1,1,0.109375,0.03125,3.296960478567779,0.04052579365079365,0.6041370837914141,0.0
49,S0_static,ER,64,0.03,0.07,3701,1,12,1,1,0.15625,0.046875,3.598750315033536,0.10232571248196248,0.0,0.0
50,S0_static,ER,64,0.03,0.07,3702,1,16,1,1,0.109375,0.03125,3.129775457911636,0.07016369047619048,0.5295480004027683,0.0
51,S0_static,ER,64,0.03,0.07,3703,1,15,1,1,0.09375,0.0,2.9082207562202482,0.08847740800865801,0.35200498007287884,0.0
52,S0_static,ER,64,0.03,0.07,3704,1,12,1,1,0.21875,0.046875,3.671031383284091,0.08448660714285715,1.0766220374096216,0.0
53,S0_static,ER,64,0.03,0.07,3705,1,12,1,1,0.171875,0.046875,3.3208781961130494,0.06529017857142858,0.4655856198061649,0.0
54,S0_static,ER,64,0.03,0.07,3706,1,17,1,1,0.09375,0.015625,2.9432337650336127,0.09312996031746032,0.7240703199661922,0.0
55,S0_static,ER,64,0.03,0.07,3707,1,13,1,1,0.125,0.0,3.348658576881727,0.0723045183982684,0.6899723415184461,0.0
56,S0_static,ER,64,0.03,0.11,4100,1,15,1,1,0.046875,0.015625,2.3693821196946763,0.0928030303030303,0.6313867924401478,0.0
57,S0_static,ER,64,0.03,0.11,4101,1,7,1,1,0.234375,0.09375,3.7511191479371733,0.1001736111111111,0.816069448081983,0.0
58,S0_static,ER,64,0.03,0.11,4102,1,11,1,1,0.15625,0.0625,3.4700425762973266,0.10332228535353535,0.6689592973444187,0.0
59,S0_static,ER,64,0.03,0.11,4103,1,11,1,1,0.09375,0.015625,3.1796763940967354,0.031919642857142855,0.7165258596604114,0.0
60,S0_static,ER,64,0.03,0.11,4104,1,12,1,1,0.09375,0.0,3.0829126413850383,0.06203553391053391,1.057455501829363,0.0
61,S0_static,ER,64,0.03,0.11,4105,1,14,1,1,0.078125,0.015625,2.586935412951083,0.031374007936507936,0.0,0.0
62,S0_static,ER,64,0.03,0.11,4106,1,11,1,1,0.15625,0.046875,3.3679101050095324,0.059292703823953824,0.7085850718183568,0.0
63,S0_static,ER,64,0.03,0.11,4107,1,11,1,1,0.265625,0.09375,3.7266112547292796,0.06703530844155844,0.6306274069134682,0.0
64,S0_static,ER,64,0.05,0.03,5300,1,16,1,1,0.15625,0.046875,3.548028478961676,0.05440904581529581,0.7177741643619527,0.0
65,S0_static,ER,64,0.05,0.03,5301,0,,1,0,0.078125,0.015625,3.296120217370913,0.0685391865079365,0.0,0.0
66,S0_static,ER,64,0.05,0.03,5302,0,,1,0,0.046875,0.0,2.8133554045006153,0.03850446428571429,0.6267498827937719,0.0
67,S0_static,ER,64,0.05,0.03,5303,0,,1,0,0.09375,0.015625,3.156350820654699,0.08704117063492063,0.0,0.0
68,S0_static,ER,64,0.05,0.03,5304,0,,1,0,0.0625,0.0,2.4762206495981647,0.049516369047619045,0.0,0.0
69,S0_static,ER,64,0.05,0.03,5305,1,23,1,1,0.078125,0.015625,3.128620949980629,0.09519300144300144,0.739859577047246,0.0
70,S0_static,ER,64,0.05,0.03,5306,1,19,1,1,0.09375,0.0,3.2468287385897416,0.08115617021867022,0.6939789808372446,0.0
71,S0_static,ER,64,0.05,0.03,5307,0,,1,0,0.046875,0.0,2.70805020110221,0.08034136002886003,0.5353533862564039,0.0
72,S0_static,ER,64,0.05,0.05,5500,0,,1,0,0.03125,0.0,1.7478680974667573,0.08583829365079365,0.6990744923583021,0.0
73,S0_static,ER,64,0.05,0.05,5501,1,15,1,1,0.125,0.03125,3.566373412193062,0.10463564213564214,0.0,0.0
74,S0_static,ER,64,0.05,0.05,5502,1,11,1,1,0.234375,0.03125,3.7197140358917142,0.06897659632034632,0.8479093938809081,0.0
75,S0_static,ER,64,0.05,0.05,5503,0,,1,0,0.0625,0.0,2.7255503958317213,0.06080898268398268,0.0,0.0
76,S0_static,ER,64,0.05,0.05,5504,1,23,1,1,0.078125,0.0,2.6533048729309265,0.08105496933621933,0.0,0.0
77,S0_static,ER,64,0.05,0.05,5505,1,14,1,1,0.140625,0.0,3.3891284652587603,0.0990203373015873,0.5254665586824261,0.0
78,S0_static,ER,64,0.05,0.05,5506,1,10,1,1,0.25,0.046875,3.8351384244276647,0.07466517857142857,0.6450373810689445,0.0
79,S0_static,ER,64,0.05,0.05,5507,1,16,1,1,0.1875,0.03125,3.5068297295557467,0.07983630952380952,0.617086463325039,0.0
80,S0_static,ER,64,0.05,0.07,5700,1,11,1,1,0.15625,0.03125,3.2770233453654662,0.07276785714285715,0.7260195601875958,0.0
81,S0_static,ER,64,0.05,0.07,5701,1,10,1,1,0.1875,0.03125,3.54445972205012,0.07266865079365079,0.0,0.0
82,S0_static,ER,64,0.05,0.07,5702,1,8,1,1,0.25,0.0625,3.6664822086248314,0.06548859126984127,0.6729907005934832,0.0
83,S0_static,ER,64,0.05,0.07,5703,1,17,1,1,0.078125,0.0,2.886165178199427,0.05505614177489177,1.0204769799897995,0.0
84,S0_static,ER,64,0.05,0.07,5704,1,17,1,1,0.046875,0.0,2.772588722239781,0.08324652777777777,0.7903656333966783,0.0
85,S0_static,ER,64,0.05,0.07,5705,1,13,1,1,0.15625,0.046875,3.4414669239721762,0.046552579365079366,0.0,0.0
86,S0_static,ER,64,0.05,0.07,5706,1,12,1,1,0.203125,0.03125,3.495074565547596,0.09894593253968254,0.6958792189934326,0.0
87,S0_static,ER,64,0.05,0.07,5707,1,10,1,1,0.1875,0.046875,3.6519042387377074,0.10310973748473748,0.0,0.0
88,S0_static,ER,64,0.05,0.11,6100,1,8,1,1,0.296875,0.078125,3.8926625801929746,0.04769345238095238,0.7170077156638334,0.0
89,S0_static,ER,64,0.05,0.11,6101,1,9,1,1,0.203125,0.046875,3.7149222742023427,0.08333333333333333,0.6928435074599907,0.0
90,S0_static,ER,64,0.05,0.11,6102,1,7,1,1,0.328125,0.09375,3.7917982608902747,0.06344246031746031,0.6237164024262395,0.0
91,S0_static,ER,64,0.05,0.11,6103,1,7,1,1,0.328125,0.0625,3.8072015426614128,0.11759221681096681,0.8191408072334179,0.0
92,S0_static,ER,64,0.05,0.11,6104,1,8,1,1,0.25,0.046875,3.807185279190193,0.08556885822510822,0.8957578533963172,0.0
93,S0_static,ER,64,0.05,0.11,6105,1,9,1,1,0.25,0.046875,3.5087821318058867,0.06507147366522366,0.5990080655843035,0.0
94,S0_static,ER,64,0.05,0.11,6106,1,10,1,1,0.1875,0.046875,3.6503356789459396,0.08856646825396826,0.6564916178402777,0.0
95,S0_static,ER,64,0.05,0.11,6107,1,7,1,1,0.3125,0.078125,3.823432499245166,0.0938655094905095,0.6375982879757329,0.0
96,S0_static,WS,64,0.01,0.03,11300,0,,1,0,0.015625,0.0,1.791759469228055,0.4221974206349206,0.47175773125838455,0.0
97,S0_static,WS,64,0.01,0.03,11301,0,,1,0,0.015625,0.0,1.9459101490553132,0.39247271825396823,0.49116555093818204,0.0
98,S0_static,WS,64,0.01,0.03,11302,0,,1,0,0.0625,0.0,2.6078350791416045,0.40520833333333334,0.5567997971064008,0.0
99,S0_static,WS,64,0.01,0.03,11303,0,,1,0,0.03125,0.0,2.242973226438147,0.4380952380952381,0.47422647003791274,0.0
100,S0_static,WS,64,0.01,0.03,11304,0,,1,0,0.015625,0.0,1.9459101490553132,0.48921130952380953,0.33149914452992746,0.0
101,S0_static,WS,64,0.01,0.03,11305,0,,1,0,0.03125,0.0,2.2450352741261774,0.42280505952380953,0.39470269183451456,0.0
102,S0_static,WS,64,0.01,0.03,11306,0,,1,0,0.015625,0.0,1.9459101490553132,0.4136532738095238,0.5919268468343675,0.0
103,S0_static,WS,64,0.01,0.03,11307,0,,1,0,0.09375,0.015625,2.8726915707350202,0.35851934523809526,0.7514172280786184,0.0
104,S0_static,WS,64,0.01,0.05,11500,0,,1,0,0.015625,0.0,1.9459101490553132,0.43247767857142855,0.4427948391052042,0.0
105,S0_static,WS,64,0.01,0.05,11501,1,15,1,1,0.125,0.03125,3.2724373012205707,0.4080109126984127,0.5402267396354221,0.0
106,S0_static,WS,64,0.01,0.05,11502,0,,1,0,0.015625,0.0,2.0794415416798357,0.44910714285714287,0.5676546919126844,0.0
107,S0_static,WS,64,0.01,0.05,11503,0,,1,0,0.09375,0.03125,2.56608714612623,0.41767113095238095,0.6515285905130483,0.0
108,S0_static,WS,64,0.01,0.05,11504,0,,1,0,0.03125,0.0,2.1383330595080277,0.44680059523809523,0.3282508795380074,0.0
109,S0_static,WS,64,0.01,0.05,11505,0,,1,0,0.015625,0.0,1.9459101490553132,0.42090773809523807,0.5130271763470827,0.0
110,S0_static,WS,64,0.01,0.05,11506,1,16,1,1,0.0625,0.015625,2.682016054291906,0.3634672619047619,0.6736966575866643,0.0
111,S0_static,WS,64,0.01,0.05,11507,0,,1,0,0.03125,0.0,2.4410152780267027,0.3745907738095238,0.6306234608448174,0.0
112,S0_static,WS,64,0.01,0.07,11700,1,20,1,1,0.109375,0.046875,2.8361261558488833,0.4267237103174603,0.4931272820779948,0.0
113,S0_static,WS,64,0.01,0.07,11701,1,24,1,1,0.046875,0.015625,2.2159618600737057,0.4304315476190476,0.4331182447568935,0.0
114,S0_static,WS,64,0.01,0.07,11702,0,,1,0,0.015625,0.0,1.9459101490553132,0.46447172619047616,0.42683708266604536,0.0
115,S0_static,WS,64,0.01,0.07,11703,0,,1,0,0.0,0.0,0.0,0.45807291666666666,0.5563262972620457,0.0
116,S0_static,WS,64,0.01,0.07,11704,1,18,1,1,0.046875,0.0,2.2984606049612615,0.44174107142857144,0.350701496280033,0.0
117,S0_static,WS,64,0.01,0.07,11705,1,14,1,1,0.109375,0.03125,2.9502647574452148,0.37991071428571427,0.6601400697054819,0.0
118,S0_static,WS,64,0.01,0.07,11706,1,15,1,1,0.0625,0.03125,2.6258781185817615,0.3885416666666667,0.6011633932013613,0.0
119,S0_static,WS,64,0.01,0.07,11707,0,,1,0,0.046875,0.03125,2.622996276085791,0.4186383928571428,0.6369978803994563,0.0
120,S0_static,WS,64,0.01,0.11,12100,1,10,1,1,0.1875,0.0625,3.1872067738671177,0.43578869047619045,0.4968770071124293,0.0
121,S0_static,WS,64,0.01,0.11,12101,1,10,1,1,0.1875,0.015625,3.3601810457401076,0.43995535714285716,0.4232859636980957,0.0
122,S0_static,WS,64,0.01,0.11,12102,1,14,1,1,0.046875,0.015625,2.622996276085791,0.4602306547619048,0.3647360253689961,0.0
123,S0_static,WS,64,0.01,0.11,12103,1,10,1,1,0.21875,0.03125,3.269140656914104,0.4045014880952381,0.4453582821816097,0.0
124,S0_static,WS,64,0.01,0.11,12104,1,11,1,1,0.109375,0.046875,3.0610472460512748,0.4658110119047619,0.3710663321921539,0.0
125,S0_static,WS,64,0.01,0.11,12105,1,14,1,1,0.125,0.0,2.637881268841807,0.42604166666666665,0.4911981988336449,0.0
126,S0_static,WS,64,0.01,0.11,12106,1,11,1,1,0.125,0.015625,3.126374572704693,0.4056547619047619,0.6347161611826607,0.0
127,S0_static,WS,64,0.01,0.11,12107,1,16,1,1,0.0625,0.0,2.3453844600801896,0.4115327380952381,0.5418448601502873,0.0
128,S0_static,WS,64,0.03,0.03,13300,0,,1,0,0.078125,0.015625,2.8029497435314332,0.4627232142857143,0.32888106871486744,0.0
129,S0_static,WS,64,0.03,0.03,13301,0,,1,0,0.078125,0.0,2.767646940947106,0.4113467261904762,0.6372848465142336,0.0
130,S0_static,WS,64,0.03,0.03,13302,0,,1,0,0.0625,0.015625,2.837099381203814,0.41968005952380955,0.6566376541331869,0.0
131,S0_static,WS,64,0.03,0.03,13303,0,,1,0,0.015625,0.0,1.9459101490553132,0.4671875,0.38740325155463046,0.0
132,S0_static,WS,64,0.03,0.03,13304,0,,1,0,0.046875,0.0,2.102458338996914,0.4105034722222222,0.5159039754832623,0.0
133,S0_static,WS,64,0.03,0.03,13305,0,,1,0,0.0625,0.015625,2.985630919895231,0.38772321428571427,0.6491565523940586,0.0
134,S0_static,WS,64,0.03,0.03,13306,0,,1,0,0.109375,0.015625,3.018345749819095,0.4167410714285714,0.5094059253249609,0.0
135,S0_static,WS,64,0.03,0.03,13307,0,,1,0,0.046875,0.015625,2.284715952663561,0.4328125,0.6339756961408773,0.0
136,S0_static,WS,64,0.03,0.05,13500,1,18,1,1,0.078125,0.03125,2.8264569653700997,0.4417782738095238,0.44112171744815554,0.0
137,S0_static,WS,64,0.03,0.05,13501,1,19,1,1,0.15625,0.03125,3.3193242299547774,0.4732886904761905,0.3735082993648935,0.0
138,S0_static,WS,64,0.03,0.05,13502,1,22,1,1,0.078125,0.0,2.860814667921871,0.4357142857142857,0.6460780708861547,0.0
139,S0_static,WS,64,0.03,0.05,13503,1,18,1,1,0.046875,0.0,2.648438334546311,0.4771577380952381,0.46213838742367286,0.0
140,S0_static,WS,64,0.03,0.05,13504,1,16,1,1,0.09375,0.015625,3.236440340568179,0.4015873015873016,0.4225503475488559,0.0
141,S0_static,WS,64,0.03,0.05,13505,1,22,1,1,0.078125,0.0,2.4488019021470753,0.4494047619047619,0.38641117290074845,0.0
142,S0_static,WS,64,0.03,0.05,13506,1,15,1,1,0.09375,0.015625,2.842746327301226,0.4088541666666667,0.5624583627427384,0.0
143,S0_static,WS,64,0.03,0.05,13507,1,17,1,1,0.125,0.03125,3.137980584515089,0.3265997023809524,0.6913556138727088,0.0
144,S0_static,WS,64,0.03,0.07,13700,1,9,1,1,0.1875,0.046875,3.465362146352768,0.4053447420634921,0.676503627776035,0.0
145,S0_static,WS,64,0.03,0.07,13701,1,17,1,1,0.09375,0.015625,3.0071475703116697,0.5021577380952381,0.31667100630359735,0.0
146,S0_static,WS,64,0.03,0.07,13702,1,13,1,1,0.109375,0.03125,3.3030455504967335,0.4529017857142857,0.41492876736054085,0.0
147,S0_static,WS,64,0.03,0.07,13703,1,21,1,1,0.03125,-0.015625,2.2450352741261774,0.44538690476190473,0.4529747995900953,0.0
148,S0_static,WS,64,0.03,0.07,13704,1,20,1,1,0.078125,0.015625,2.523277219329514,0.42640128968253965,0.41851154538314733,0.0
149,S0_static,WS,64,0.03,0.07,13705,1,13,1,1,0.125,0.0,3.072693817076308,0.44166666666666665,0.32797066156317545,0.0
150,S0_static,WS,64,0.03,0.07,13706,1,19,1,1,0.140625,0.046875,3.113494608477747,0.4417782738095238,0.4195762204425144,0.0
151,S0_static,WS,64,0.03,0.07,13707,1,17,1,1,0.09375,0.015625,2.8412995852083327,0.35907738095238095,0.6498208965268595,0.0
152,S0_static,WS,64,0.03,0.11,14100,1,10,1,1,0.21875,0.0625,3.240744028938937,0.4108258928571428,0.4944685871552256,0.0
153,S0_static,WS,64,0.03,0.11,14101,1,15,1,1,0.125,0.015625,2.5710063937303445,0.4165550595238095,0.3754000067959029,0.0
154,S0_static,WS,64,0.03,0.11,14102,1,9,1,1,0.203125,0.03125,3.515776399904651,0.4301959325396825,0.36353873584153534,0.0
155,S0_static,WS,64,0.03,0.11,14103,1,11,1,1,0.140625,0.03125,3.0280289416963426,0.4842261904761905,0.3451371279622676,0.0
156,S0_static,WS,64,0.03,0.11,14104,1,7,1,1,0.34375,0.078125,3.590039486757742,0.40918898809523807,0.7022628416187087,0.0
157,S0_static,WS,64,0.03,0.11,14105,1,14,1,1,0.09375,0.015625,2.815611859922973,0.4328125,0.46326758332301277,0.0
158,S0_static,WS,64,0.03,0.11,14106,1,11,1,1,0.140625,0.046875,3.0599826259995035,0.3884300595238095,0.7422374254684183,0.0
159,S0_static,WS,64,0.03,0.11,14107,1,10,1,1,0.1875,0.046875,3.515365150937699,0.42276785714285714,0.4848116846831555,0.0
160,S0_static,WS,64,0.05,0.03,15300,0,,1,0,0.109375,0.03125,3.228152978102755,0.42782738095238093,0.40679930766439154,0.0
161,S0_static,WS,64,0.05,0.03,15301,1,17,1,1,0.171875,0.015625,3.431559588936421,0.5005456349206349,0.341867982031674,0.0
162,S0_static,WS,64,0.05,0.03,15302,0,,1,0,0.09375,0.0,3.1425804536403787,0.37399553571428573,0.5503544280297213,0.0
163,S0_static,WS,64,0.05,0.03,15303,1,16,1,1,0.15625,0.03125,3.537694379729515,0.36607142857142855,0.7243557685495738,0.0
164,S0_static,WS,64,0.05,0.03,15304,0,,1,0,0.125,0.015625,3.2603479152897745,0.3928075396825397,0.551585144758874,0.0
165,S0_static,WS,64,0.05,0.03,15305,0,,1,0,0.078125,0.015625,3.043948575158492,0.4236607142857143,0.44182174018623643,0.0
166,S0_static,WS,64,0.05,0.03,15306,0,,1,0,0.109375,0.0,3.3559517279771365,0.3514136904761905,0.5677276941678944,0.0
167,S0_static,WS,64,0.05,0.03,15307,0,,1,0,0.0625,0.0,2.794979623870695,0.44771825396825393,0.39932453811729424,0.0
168,S0_static,WS,64,0.05,0.05,15500,1,15,1,1,0.125,0.046875,3.337268135567295,0.4392485119047619,0.5178948028955173,0.0
169,S0_static,WS,64,0.05,0.05,15501,1,22,1,1,0.046875,0.0,3.044522437723423,0.41711309523809526,0.6113584506058618,0.0
170,S0_static,WS,64,0.05,0.05,15502,1,20,1,1,0.140625,0.046875,3.254288218306974,0.35773809523809524,0.5258276981850678,0.0
171,S0_static,WS,64,0.05,0.05,15503,1,17,1,1,0.15625,0.03125,3.3231351680470147,0.4384672619047619,0.26070205707962435,0.0
172,S0_static,WS,64,0.05,0.05,15504,1,13,1,1,0.25,0.0625,3.75411886469183,0.3685763888888889,0.583991275510292,0.0
173,S0_static,WS,64,0.05,0.05,15505,1,17,1,1,0.1875,0.046875,3.5805095215410163,0.4754092261904762,0.34087044825256896,0.0
174,S0_static,WS,64,0.05,0.05,15506,1,19,1,1,0.125,0.046875,3.0373319188377073,0.4464285714285714,0.43510991354548506,0.0
175,S0_static,WS,64,0.05,0.05,15507,1,17,1,1,0.125,0.0,3.2697070649993014,0.4167782738095238,0.5386387984430542,0.0
176,S0_static,WS,64,0.05,0.07,15700,1,10,1,1,0.296875,0.09375,3.488203112968229,0.4015252976190476,0.4498556740036334,0.0
177,S0_static,WS,64,0.05,0.07,15701,1,10,1,1,0.296875,0.03125,3.5099353303467753,0.43050595238095235,0.43057522695817596,0.0
178,S0_static,WS,64,0.05,0.07,15702,1,8,1,1,0.28125,0.0625,3.6178587526427135,0.39365079365079364,0.6081147099480128,0.0
179,S0_static,WS,64,0.05,0.07,15703,1,10,1,1,0.234375,0.03125,3.7636712167104336,0.4103546626984127,0.5936667962300287,0.0
180,S0_static,WS,64,0.05,0.07,15704,1,16,1,1,0.125,0.0,3.101146188727207,0.43448660714285714,0.523263899290129,0.0
181,S0_static,WS,64,0.05,0.07,15705,1,17,1,1,0.15625,0.046875,3.155910151542551,0.46629464285714284,0.47779971612301964,0.0
182,S0_static,WS,64,0.05,0.07,15706,1,18,1,1,0.109375,0.015625,3.0587744216704955,0.4517113095238095,0.5165633784453714,0.0
183,S0_static,WS,64,0.05,0.07,15707,1,13,1,1,0.125,0.0,3.4469501646623453,0.49729662698412697,0.3564729472237715,0.0
184,S0_static,WS,64,0.05,0.11,16100,1,8,1,1,0.28125,0.0625,3.576424083388533,0.4309523809523809,0.4656508431949245,0.0
185,S0_static,WS,64,0.05,0.11,16101,1,7,1,1,0.34375,0.078125,3.8391103654328065,0.4115327380952381,0.6082394672725658,0.0
186,S0_static,WS,64,0.05,0.11,16102,1,9,1,1,0.328125,0.03125,3.7224623633484284,0.4433779761904762,0.4606323448320791,0.0
187,S0_static,WS,64,0.05,0.11,16103,1,7,1,1,0.28125,0.046875,3.741192580667445,0.4321800595238095,0.45833917536101376,0.0
188,S0_static,WS,64,0.05,0.11,16104,1,7,1,1,0.34375,0.125,3.8991589015910595,0.415625,0.6422083176178178,0.0
189,S0_static,WS,64,0.05,0.11,16105,1,8,1,1,0.328125,0.09375,3.6731375028946482,0.4234126984126984,0.47643640360891015,0.0
190,S0_static,WS,64,0.05,0.11,16106,1,8,1,1,0.21875,0.0625,3.6290007037239427,0.440265376984127,0.486706043195311,0.0
191,S0_static,WS,64,0.05,0.11,16107,1,9,1,1,0.1875,0.03125,3.4913846018284356,0.4398809523809524,0.5297395544926758,0.0
192,S0_static,BA,64,0.01,0.03,21300,0,,1,0,0.015625,0.0,1.3862943611198906,0.1448918728330493,1.4550477696128679,0.0
193,S0_static,BA,64,0.01,0.03,21301,0,,1,0,0.0,0.0,0.0,0.2231818038543582,1.448339637062614,0.0
194,S0_static,BA,64,0.01,0.03,21302,0,,1,0,0.03125,0.0,2.4410152780267027,0.1382197748018665,1.4134832302122484,0.0
195,S0_static,BA,64,0.01,0.03,21303,1,21,1,1,0.078125,0.015625,2.985880370076756,0.21648832560857018,1.1205425451256124,0.0
196,S0_static,BA,64,0.01,0.03,21304,1,21,1,1,0.03125,0.0,2.1458417525947544,0.24639150478145042,1.4254902079976022,0.0
